season,date,team,opponent,location,team_score,opp_score,diff
2021,2022-02-21,UNC,Louisville,H,70,63,7
2021,2022-02-26,UNC,NC State,A,84,74,10
2021,2022-02-28,UNC,Syracuse,H,88,79,9
2021,2022-03-10,UNC,UVA,N,63,43,20
2021,2022-03-11,UNC,Virginia Tech,N,59,72,-13
2022,2022-12-04,UNC,Virginia Tech,A,72,80,-8
2022,2022-12-10,UNC,Georgia Tech,H,75,59,16
2022,2022-12-30,UNC,Pitt,A,74,76,-2
2022,2023-01-04,UNC,Wake Forest,H,88,79,9
2022,2023-01-10,UNC,UVA,A,58,65,-7
2022,2023-01-14,UNC,Louisville,A,80,59,21
2022,2023-01-17,UNC,Boston College,H,72,64,8
2022,2023-01-21,UNC,NC State,H,80,69,11
2022,2023-01-24,UNC,Syracuse,A,72,68,4
2022,2023-02-01,UNC,Pitt,H,64,65,-1
2022,2023-02-07,UNC,Wake Forest,A,85,92,-7
2022,2023-02-11,UNC,Clemson,H,91,71,20
2022,2023-02-13,UNC,Miami,H,72,80,-8
2022,2023-02-19,UNC,NC State,A,69,77,-8
2022,2023-02-25,UNC,UVA,H,71,63,8
2022,2023-02-27,UNC,Florida State,A,77,66,11
2022,2023-03-08,UNC,Boston College,N,85,61,24
2022,2023-03-09,UNC,UVA,N,59,68,-9
2023,2023-12-02,UNC,Florida State,H,78,70,8
2023,2024-01-02,UNC,Pitt,A,70,57,13
2023,2024-01-06,UNC,Clemson,A,65,55,10
2023,2024-01-10,UNC,NC State,A,67,54,13
2023,2024-01-13,UNC,Syracuse,H,103,67,36
2023,2024-01-17,UNC,Louisville,H,86,70,16
2023,2024-01-20,UNC,Boston College,A,76,66,10
2023,2024-01-22,UNC,Wake Forest,H,85,64,21
2023,2024-01-27,UNC,Florida State,A,75,68,7
2023,2024-01-30,UNC,Georgia Tech,A,73,74,-1
2023,2024-02-06,UNC,Clemson,H,76,80,-4
2023,2024-02-10,UNC,Miami,A,75,72,3
2023,2024-02-13,UNC,Syracuse,A,79,86,-7
2023,2024-02-17,UNC,Virginia Tech,H,96,81,15
2023,2024-02-24,UNC,UVA,A,54,44,10
2023,2024-02-26,UNC,Miami,H,75,71,4
2023,2024-03-02,UNC,NC State,H,79,70,9
2023,2024-03-14,UNC,Florida State,N,92,67,25
2023,2024-03-15,UNC,Pitt,N,72,65,7
2023,2024-03-16,UNC,NC State,N,76,84,-8
2024,2024-12-07,UNC,Georgia Tech,H,68,65,3
2024,2025-01-01,UNC,Louisville,A,70,83,-13
2024,2025-01-07,UNC,SMU,H,82,67,15
2024,2025-01-11,UNC,NC State,A,63,61,2
2024,2025-01-18,UNC,Stanford,H,71,72,-1
2024,2025-01-21,UNC,Wake Forest,A,66,67,-1
2024,2025-01-25,UNC,Boston College,H,102,96,6
2024,2025-01-28,UNC,Pitt,A,65,73,-8
2024,2025-02-08,UNC,Pitt,H,67,66,1
2024,2025-02-10,UNC,Clemson,A,65,85,-20
2024,2025-02-15,UNC,Syracuse,A,88,82,6
2024,2025-02-19,UNC,NC State,H,97,73,24
2024,2025-02-22,UNC,UVA,H,81,66,15
2024,2025-02-24,UNC,Florida State,A,96,85,11
2024,2025-03-01,UNC,Miami,H,92,73,19
2024,2025-03-04,UNC,Virginia Tech,A,91,59,32
2024,2025-03-13,UNC,Wake Forest,N,68,59,9
2025,2025-12-30,UNC,Florida State,H,79,66,13
2025,2026-01-03,UNC,SMU,A,83,97,-14
2025,2026-01-10,UNC,Wake Forest,H,87,84,3
2025,2026-01-14,UNC,Stanford,A,90,95,-5
2025,2026-01-24,UNC,UVA,A,85,80,5
2025,2026-01-31,UNC,Georgia Tech,A,91,75,16
2025,2026-02-02,UNC,Syracuse,H,87,77,10
2020,2021-01-06,UVA,Wake Forest,H,70,61,9
2020,2021-01-09,UVA,Boston College,A,61,49,12
2020,2021-01-16,UVA,Clemson,A,85,50,35
2020,2021-01-23,UVA,Georgia Tech,H,64,62,2
2020,2021-01-25,UVA,Syracuse,H,81,58,23
2020,2021-01-30,UVA,Virginia Tech,A,51,65,-14
2020,2021-02-03,UVA,NC State,A,64,57,7
2020,2021-02-06,UVA,Pitt,H,73,66,7
2020,2021-02-10,UVA,Georgia Tech,A,57,49,8
2020,2021-02-15,UVA,Florida State,A,60,81,-21
2020,2021-02-24,UVA,NC State,H,61,68,-7
2020,2021-03-01,UVA,Miami,H,62,51,11
2020,2021-03-06,UVA,Louisville,A,68,58,10
2020,2021-03-11,UVA,Syracuse,N,72,69,3
2020,2021-03-12,UVA,Georgia Tech,N,58,62,-4
2021,2021-12-03,UVA,Pitt,H,57,56,1
2021,2021-12-22,UVA,Clemson,H,50,67,-17
2021,2022-01-01,UVA,Syracuse,A,74,69,5
2021,2022-01-04,UVA,Clemson,A,75,65,10
2021,2022-01-12,UVA,Virginia Tech,H,54,52,2
2021,2022-01-15,UVA,Wake Forest,H,55,63,-8
2021,2022-01-19,UVA,Pitt,A,66,61,5
2021,2022-01-22,UVA,NC State,A,63,77,-14
2021,2022-01-24,UVA,Louisville,H,64,52,12
2021,2022-02-01,UVA,Boston College,H,67,55,12
2021,2022-02-05,UVA,Miami,H,71,58,13
2021,2022-02-12,UVA,Georgia Tech,H,63,53,10
2021,2022-02-14,UVA,Virginia Tech,A,53,62,-9
2021,2022-02-19,UVA,Miami,A,74,71,3
2021,2022-02-26,UVA,Florida State,H,63,64,-1
2021,2022-03-05,UVA,Louisville,A,71,61,10
2021,2022-03-09,UVA,Louisville,N,51,50,1
2022,2022-12-03,UVA,Florida State,H,62,57,5
2022,2022-12-20,UVA,Miami,A,64,66,-2
2022,2022-12-31,UVA,Georgia Tech,A,74,56,18
2022,2023-01-03,UVA,Pitt,A,65,68,-3
2022,2023-01-07,UVA,Syracuse,H,73,66,7
2022,2023-01-14,UVA,Florida State,A,67,58,9
2022,2023-01-18,UVA,Virginia Tech,H,78,68,10
2022,2023-01-21,UVA,Wake Forest,A,76,67,9
2022,2023-01-28,UVA,Boston College,H,76,57,19
2022,2023-01-30,UVA,Syracuse,A,67,62,5
2022,2023-02-04,UVA,Virginia Tech,A,68,74,-6
2022,2023-02-07,UVA,NC State,H,63,50,13
2022,2023-02-15,UVA,Louisville,A,61,58,3
2022,2023-02-22,UVA,Boston College,A,48,63,-15
2022,2023-02-28,UVA,Clemson,H,64,57,7
2022,2023-03-04,UVA,Louisville,H,75,60,15
2022,2023-03-10,UVA,Clemson,N,76,56,20
2023,2023-12-02,UVA,Syracuse,H,84,62,22
2023,2024-01-03,UVA,Louisville,H,77,53,24
2023,2024-01-06,UVA,NC State,A,60,76,-16
2023,2024-01-13,UVA,Wake Forest,A,47,66,-19
2023,2024-01-17,UVA,Virginia Tech,H,65,57,8
2023,2024-01-20,UVA,Georgia Tech,A,75,66,9
2023,2024-01-24,UVA,NC State,H,59,53,6
2023,2024-01-27,UVA,Louisville,A,69,52,17
2023,2024-02-03,UVA,Clemson,A,66,65,1
2023,2024-02-05,UVA,Miami,H,60,38,22
2023,2024-02-10,UVA,Florida State,A,80,76,4
2023,2024-02-13,UVA,Pitt,H,63,74,-11
2023,2024-02-17,UVA,Wake Forest,H,49,47,2
2023,2024-02-19,UVA,Virginia Tech,A,41,75,-34
2023,2024-02-28,UVA,Boston College,A,72,68,4
2023,2024-03-09,UVA,Georgia Tech,H,72,57,15
2023,2024-03-14,UVA,Boston College,N,66,60,6
2023,2024-03-15,UVA,NC State,N,65,73,-8
2024,2024-12-07,UVA,SMU,A,51,63,-12
2024,2024-12-31,UVA,NC State,H,70,67,3
2024,2025-01-04,UVA,Louisville,H,50,70,-20
2024,2025-01-11,UVA,Stanford,A,65,88,-23
2024,2025-01-15,UVA,SMU,H,52,54,-2
2024,2025-01-18,UVA,Louisville,A,67,81,-14
2024,2025-01-21,UVA,Boston College,H,74,56,18
2024,2025-01-29,UVA,Miami,A,82,71,11
2024,2025-02-01,UVA,Virginia Tech,H,74,75,-1
2024,2025-02-03,UVA,Pitt,A,73,57,16
2024,2025-02-08,UVA,Georgia Tech,H,75,61,14
2024,2025-02-15,UVA,Virginia Tech,A,73,70,3
2024,2025-02-26,UVA,Wake Forest,A,83,75,8
2024,2025-03-01,UVA,Clemson,H,58,71,-13
2024,2025-03-04,UVA,Florida State,H,60,57,3
2024,2025-03-08,UVA,Syracuse,A,70,84,-14
2024,2025-03-12,UVA,Georgia Tech,N,60,66,-6
2025,2025-12-31,UVA,Virginia Tech,A,85,95,-10
2025,2026-01-03,UVA,NC State,A,76,61,15
2025,2026-01-10,UVA,Stanford,H,70,55,15
2025,2026-01-13,UVA,Louisville,A,79,70,9
2025,2026-01-17,UVA,SMU,A,72,68,4
2025,2026-01-31,UVA,Boston College,A,73,66,7
2025,2026-02-03,UVA,Pitt,H,67,47,20
2020,2020-12-16,Pitt,Miami,A,70,55,15
2020,2020-12-22,Pitt,Louisville,H,54,64,-10
2020,2021-01-06,Pitt,Syracuse,A,63,60,3
2020,2021-01-16,Pitt,Syracuse,H,96,76,20
2020,2021-01-23,Pitt,Wake Forest,A,75,76,-1
2020,2021-02-03,Pitt,Virginia Tech,H,83,72,11
2020,2021-02-14,Pitt,Georgia Tech,A,65,71,-6
2020,2021-02-17,Pitt,NC State,H,73,74,-1
2020,2021-02-20,Pitt,Florida State,H,72,79,-7
2020,2021-02-28,Pitt,NC State,A,62,65,-3
2020,2021-03-02,Pitt,Wake Forest,H,70,57,13
2020,2021-03-06,Pitt,Clemson,A,62,77,-15
2020,2021-03-09,Pitt,Miami,N,73,79,-6
2021,2022-01-05,Pitt,Louisville,A,72,75,-3
2021,2022-01-08,Pitt,Boston College,H,69,67,2
2021,2022-01-11,Pitt,Syracuse,A,61,77,-16
2021,2022-01-15,Pitt,Louisville,H,65,53,12
2021,2022-01-22,Pitt,Clemson,A,48,75,-27
2021,2022-01-25,Pitt,Syracuse,H,64,53,11
2021,2022-01-30,Pitt,Boston College,A,56,69,-13
2021,2022-02-02,Pitt,Wake Forest,A,75,91,-16
2021,2022-02-05,Pitt,Virginia Tech,H,71,76,-5
2021,2022-02-07,Pitt,Virginia Tech,A,47,74,-27
2021,2022-02-09,Pitt,Florida State,A,56,51,5
2021,2022-02-12,Pitt,NC State,H,71,69,2
2021,2022-02-19,Pitt,Georgia Tech,H,62,68,-6
2021,2022-02-22,Pitt,Miami,H,64,85,-21
2021,2022-03-08,Pitt,Boston College,N,46,66,-20
2022,2022-12-02,Pitt,NC State,A,68,60,8
2022,2022-12-20,Pitt,Syracuse,A,84,82,2
2022,2023-01-07,Pitt,Clemson,H,74,75,-1
2022,2023-01-14,Pitt,Georgia Tech,A,71,60,11
2022,2023-01-18,Pitt,Louisville,A,75,54,21
2022,2023-01-21,Pitt,Florida State,H,64,71,-7
2022,2023-01-25,Pitt,Wake Forest,H,81,79,2
2022,2023-01-28,Pitt,Miami,H,71,68,3
2022,2023-02-07,Pitt,Louisville,H,91,57,34
2022,2023-02-11,Pitt,Florida State,A,83,75,8
2022,2023-02-14,Pitt,Boston College,H,77,58,19
2022,2023-02-18,Pitt,Virginia Tech,A,72,79,-7
2022,2023-02-21,Pitt,Georgia Tech,H,76,68,8
2022,2023-02-25,Pitt,Syracuse,H,99,82,17
2022,2023-03-04,Pitt,Miami,A,76,78,-2
2022,2023-03-08,Pitt,Georgia Tech,N,89,81,8
2023,2023-12-03,Pitt,Clemson,H,70,79,-9
2023,2023-12-30,Pitt,Syracuse,A,73,81,-8
2023,2024-01-06,Pitt,Louisville,A,83,70,13
2023,2024-01-16,Pitt,Syracuse,H,58,69,-11
2023,2024-01-23,Pitt,Georgia Tech,A,72,64,8
2023,2024-01-27,Pitt,Miami,A,68,72,-4
2023,2024-01-31,Pitt,Wake Forest,H,77,72,5
2023,2024-02-07,Pitt,NC State,A,67,64,3
2023,2024-02-17,Pitt,Louisville,H,86,59,27
2023,2024-02-20,Pitt,Wake Forest,A,58,91,-33
2023,2024-02-24,Pitt,Virginia Tech,H,79,64,15
2023,2024-02-27,Pitt,Clemson,A,62,69,-7
2023,2024-03-02,Pitt,Boston College,A,90,65,25
2023,2024-03-05,Pitt,Florida State,H,88,73,15
2023,2024-03-09,Pitt,NC State,H,81,73,8
2023,2024-03-14,Pitt,Wake Forest,N,81,69,12
2024,2024-12-07,Pitt,Virginia Tech,A,64,59,5
2024,2025-01-04,Pitt,Stanford,H,83,68,15
2024,2025-01-11,Pitt,Louisville,H,78,82,-4
2024,2025-01-15,Pitt,Florida State,A,70,82,-12
2024,2025-01-18,Pitt,Clemson,H,75,78,-3
2024,2025-01-25,Pitt,Syracuse,A,77,73,4
2024,2025-02-01,Pitt,Wake Forest,A,74,76,-2
2024,2025-02-11,Pitt,SMU,A,63,83,-20
2024,2025-02-15,Pitt,Miami,H,74,65,9
2024,2025-02-18,Pitt,Syracuse,H,80,69,11
2024,2025-02-25,Pitt,Georgia Tech,H,67,73,-6
2024,2025-03-01,Pitt,Louisville,A,68,79,-11
2024,2025-03-05,Pitt,NC State,A,63,71,-8
2024,2025-03-08,Pitt,Boston College,H,93,67,26
2025,2025-12-30,Pitt,Miami,A,69,76,-7
2025,2026-01-03,Pitt,Clemson,H,68,73,-5
2025,2026-01-10,Pitt,Syracuse,H,72,83,-11
2025,2026-01-14,Pitt,Georgia Tech,A,89,66,23
2025,2026-01-17,Pitt,Louisville,H,59,100,-41
2025,2026-01-21,Pitt,Boston College,A,62,65,-3
2025,2026-01-24,Pitt,NC State,H,72,81,-9
2025,2026-01-27,Pitt,Wake Forest,H,80,76,4
2025,2026-01-31,Pitt,Clemson,A,52,63,-11
2020,2020-12-15,Clemson,Virginia Tech,A,60,66,-6
2020,2020-12-29,Clemson,Florida State,H,77,67,10
2020,2021-01-02,Clemson,Miami,A,66,65,1
2020,2021-01-05,Clemson,NC State,H,74,70,4
2020,2021-01-20,Clemson,Georgia Tech,A,65,83,-18
2020,2021-01-23,Clemson,Florida State,A,61,80,-19
2020,2021-01-27,Clemson,Louisville,H,54,50,4
2020,2021-02-06,Clemson,Syracuse,H,78,61,17
2020,2021-02-12,Clemson,Georgia Tech,H,74,72,2
2020,2021-02-24,Clemson,Wake Forest,A,60,39,21
2020,2021-02-27,Clemson,Miami,H,66,58,8
2020,2021-03-03,Clemson,Syracuse,A,54,64,-10
2020,2021-03-10,Clemson,Miami,N,64,67,-3
2021,2021-12-04,Clemson,Miami,A,75,80,-5
2021,2022-01-08,Clemson,NC State,A,70,65,5
2021,2022-01-15,Clemson,Boston College,H,68,70,-2
2021,2022-01-18,Clemson,Syracuse,A,78,91,-13
2021,2022-02-02,Clemson,Florida State,H,75,69,6
2021,2022-02-05,Clemson,Georgia Tech,A,64,69,-5
2021,2022-02-15,Clemson,Florida State,A,80,81,-1
2021,2022-02-19,Clemson,Louisville,A,61,70,-9
2021,2022-02-23,Clemson,Wake Forest,H,80,69,11
2021,2022-02-26,Clemson,Boston College,A,70,60,10
2021,2022-03-02,Clemson,Georgia Tech,H,68,65,3
2021,2022-03-05,Clemson,Virginia Tech,H,63,59,4
2021,2022-03-08,Clemson,NC State,N,70,64,6
2021,2022-03-09,Clemson,Virginia Tech,N,75,76,-1
2022,2022-12-02,Clemson,Wake Forest,H,77,57,20
2022,2022-12-21,Clemson,Georgia Tech,A,79,66,13
2022,2022-12-30,Clemson,NC State,H,78,64,14
2022,2023-01-04,Clemson,Virginia Tech,A,68,65,3
2022,2023-01-11,Clemson,Louisville,H,83,70,13
2022,2023-01-17,Clemson,Wake Forest,A,77,87,-10
2022,2023-01-21,Clemson,Virginia Tech,H,51,50,1
2022,2023-01-24,Clemson,Georgia Tech,H,72,51,21
2022,2023-01-28,Clemson,Florida State,A,82,81,1
2022,2023-01-31,Clemson,Boston College,A,54,62,-8
2022,2023-02-04,Clemson,Miami,H,74,78,-4
2022,2023-02-15,Clemson,Florida State,H,94,54,40
2022,2023-02-18,Clemson,Louisville,A,73,83,-10
2022,2023-02-22,Clemson,Syracuse,H,91,73,18
2022,2023-02-25,Clemson,NC State,A,96,71,25
2022,2023-03-09,Clemson,NC State,N,80,54,26
2023,2024-01-03,Clemson,Miami,A,82,95,-13
2023,2024-01-10,Clemson,Virginia Tech,A,72,87,-15
2023,2024-01-13,Clemson,Boston College,H,89,78,11
2023,2024-01-16,Clemson,Georgia Tech,H,90,93,-3
2023,2024-01-20,Clemson,Florida State,A,78,67,11
2023,2024-01-30,Clemson,Louisville,H,70,64,6
2023,2024-02-10,Clemson,Syracuse,A,77,68,9
2023,2024-02-14,Clemson,Miami,H,77,60,17
2023,2024-02-17,Clemson,NC State,H,77,78,-1
2023,2024-02-21,Clemson,Georgia Tech,A,81,57,24
2023,2024-02-24,Clemson,Florida State,H,74,63,11
2023,2024-03-05,Clemson,Syracuse,H,90,75,15
2023,2024-03-09,Clemson,Wake Forest,A,76,81,-5
2023,2024-03-13,Clemson,Boston College,N,55,76,-21
2024,2024-12-07,Clemson,Miami,A,65,55,10
2024,2024-12-21,Clemson,Wake Forest,H,73,62,11
2024,2025-01-01,Clemson,Stanford,H,85,71,14
2024,2025-01-07,Clemson,Louisville,A,64,74,-10
2024,2025-01-11,Clemson,Florida State,H,77,57,20
2024,2025-01-14,Clemson,Georgia Tech,A,70,59,11
2024,2025-01-22,Clemson,Syracuse,H,86,72,14
2024,2025-01-25,Clemson,Virginia Tech,A,72,57,15
2024,2025-02-01,Clemson,NC State,A,68,58,10
2024,2025-02-04,Clemson,Georgia Tech,H,86,89,-3
2024,2025-02-15,Clemson,Florida State,A,72,46,26
2024,2025-02-22,Clemson,SMU,A,79,69,10
2024,2025-03-05,Clemson,Boston College,A,78,69,9
2024,2025-03-08,Clemson,Virginia Tech,H,65,47,18
2024,2025-03-13,Clemson,SMU,N,57,54,3
2024,2025-03-14,Clemson,Louisville,N,73,76,-3
2025,2025-12-31,Clemson,Syracuse,A,64,61,3
2025,2026-01-07,Clemson,SMU,H,74,70,4
2025,2026-01-13,Clemson,Boston College,H,74,50,24
2025,2026-01-17,Clemson,Miami,H,69,59,10
2025,2026-01-20,Clemson,NC State,H,76,80,-4
2025,2026-01-24,Clemson,Georgia Tech,A,77,63,14
2025,2026-02-04,Clemson,Stanford,A,66,64,2
2020,2020-12-12,Syracuse,Boston College,A,101,63,38
2020,2021-01-19,Syracuse,Miami,H,83,57,26
2020,2021-01-23,Syracuse,Virginia Tech,H,78,60,18
2020,2021-01-31,Syracuse,NC State,H,76,73,3
2020,2021-02-09,Syracuse,NC State,A,77,68,9
2020,2021-02-13,Syracuse,Boston College,H,75,67,8
2020,2021-02-27,Syracuse,Georgia Tech,A,77,84,-7
2020,2021-03-10,Syracuse,NC State,N,89,68,21
2021,2021-12-04,Syracuse,Florida State,A,63,60,3
2021,2022-01-05,Syracuse,Miami,A,87,88,-1
2021,2022-01-08,Syracuse,Wake Forest,A,74,77,-3
2021,2022-01-15,Syracuse,Florida State,H,71,76,-5
2021,2022-01-29,Syracuse,Wake Forest,H,94,72,22
2021,2022-02-02,Syracuse,NC State,A,89,82,7
2021,2022-02-05,Syracuse,Louisville,H,92,69,23
2021,2022-02-08,Syracuse,Boston College,A,73,64,9
2021,2022-02-12,Syracuse,Virginia Tech,A,59,71,-12
2021,2022-02-19,Syracuse,Boston College,H,76,56,20
2021,2022-02-21,Syracuse,Georgia Tech,H,74,73,1
2021,2022-03-05,Syracuse,Miami,H,72,75,-3
2021,2022-03-09,Syracuse,Florida State,N,96,57,39
2022,2022-12-31,Syracuse,Boston College,H,79,65,14
2022,2023-01-03,Syracuse,Louisville,A,70,69,1
2022,2023-01-11,Syracuse,Virginia Tech,H,82,72,10
2022,2023-01-16,Syracuse,Miami,A,78,82,-4
2022,2023-01-21,Syracuse,Georgia Tech,A,80,63,17
2022,2023-01-28,Syracuse,Virginia Tech,A,70,85,-15
2022,2023-02-04,Syracuse,Boston College,A,77,68,9
